,time,close,open,hight,low,volumes
0,1357084800,64.245,65.517,65.517,63.609,2050
1,1357171200,64.245,65.517,65.517,62.973,50760
2,1357257600,64.881,64.245,64.881,64.245,21720
3,1357516800,66.789,64.881,68.061,63.609,224230
4,1357603200,69.969,67.425,69.969,67.425,225320
5,1357689600,73.15,73.15,73.15,72.514,109840
6,1357776000,76.33,74.422,76.33,72.514,229030
7,1357862400,76.33,79.511,79.511,76.33,100590
8,1358121600,73.786,75.694,75.694,73.15,70350
9,1358208000,73.786,73.786,73.786,71.241,63030
10,1358294400,72.514,73.786,73.786,72.514,21320
11,1358380800,71.241,71.877,73.786,70.605,87070
12,1358467200,69.969,72.514,72.514,68.697,45180
13,1358726400,68.697,70.605,71.241,68.061,54360
14,1358812800,67.425,69.333,69.333,67.425,52690
15,1358899200,66.789,67.425,68.061,66.153,39270
16,1358985600,68.061,66.789,68.697,66.153,4050
17,1359072000,72.514,69.333,72.514,68.061,37620
18,1359331200,75.694,72.514,76.33,71.877,92680
19,1359417600,76.966,75.694,77.603,75.694,54430
20,1359504000,77.603,77.603,78.875,76.33,240310
21,1359590400,75.694,77.603,77.603,74.422,197090
22,1359676800,75.694,75.058,76.33,74.422,186060
23,1359936000,73.786,76.966,76.966,73.786,67130
24,1360022400,71.241,73.786,75.058,71.241,154830
25,1360108800,71.241,71.241,75.058,71.241,247050
26,1360195200,73.786,71.877,74.422,71.241,26630
27,1360281600,73.786,73.786,73.786,73.15,2980
28,1361145600,74.422,74.422,75.058,73.786,61970
29,1361232000,72.514,73.786,74.422,72.514,17170
30,1361318400,73.786,73.786,73.786,72.514,95210
31,1361404800,70.605,73.15,75.058,70.605,104960
32,1361491200,73.15,73.15,73.786,70.605,22330
33,1361750400,74.422,73.15,74.422,72.514,23960
34,1361836800,72.514,73.786,74.422,70.605,62620
35,1361923200,70.605,72.514,73.15,70.605,105190
36,1362009600,71.241,71.241,72.514,70.605,110280
37,1362096000,72.514,71.241,72.514,71.241,6430
38,1362355200,73.15,73.15,73.786,71.877,38900
39,1362441600,72.514,72.514,73.786,72.514,41290
40,1362528000,73.15,73.15,73.15,72.514,10840
41,1362614400,71.241,72.514,73.15,71.241,27750
42,1362700800,73.15,73.15,73.15,71.877,28450
43,1362960000,73.786,73.15,73.786,73.15,19930
44,1363046400,74.422,73.786,74.422,72.514,47660
45,1363132800,74.422,74.422,74.422,73.786,17420
46,1363219200,74.422,73.15,75.058,73.15,14420
47,1363305600,78.239,74.422,78.239,74.422,246470
48,1363564800,75.694,78.239,78.239,75.694,7360
49,1363651200,75.058,75.694,76.33,75.058,25930
50,1363737600,76.33,75.058,76.966,75.058,12220
51,1363824000,81.419,76.33,81.419,76.33,271460
52,1363910400,82.691,82.691,85.871,80.783,140570
53,1364169600,82.055,82.691,83.963,81.419,167810
54,1364256000,78.875,82.055,82.055,78.239,136570
